7B1B8E6E	Jonathan J Cadiz
84959A96	Johan
7FA4F14F	Christos D Papadopoulos
770DD737	Algis Rudys
78A9D3AB	Ning Qu
0B25E104	Tomas Lozanoperez
7E0E5575	Chihshun Hsu
797CB756	Boualem Benatallah
7A41C4D3	John J Grefenstette
7E0DE528	Cristiano C Rocha
48BEE8B1	Mor Naaman
764E3BCE	Li Feifei
29E69915	Ravi Rajwar
487DBF9D	Ilya Muchnik
806F1558	Shigang Chen
7E094595	Seungjoon Park
5A67C85F	Peter Welinder
7D424413	Susan T Dumais
10AB3171	Raoul A F Bhoedjang
810626D9	Yuzo Fujishima
7FDAFEF7	Seungjai Min
854F3E77	Jason Flinn
14B2596C	Charuta Nakhe
7E9B3D08	James Philbin
851E05A8	Mudi Kodialam
847E0C13	Prashant Shenoy
09227179	Kathirgamar Aingaran
7F4EE95A	Shenghua Bao
7EB042D2	Andrea Zanella
829D62A9	Harish Viswanathan
7D84DC3F	L Darrell Whitley
7E66729C	Ross Anderson
14A17F87	Alexandru Niculescumizil
10F8F7E8	Dharmendra S Modha
10E6B1A3	Ellen E Boughter
8486D3CD	Paolo Soto
784BC16D	Holger Cleve
815B0AFB	Philip M Merlin
789E17A6	Mark Dredze
29613629	Ralf Klinkenberg
76853592	T N Vijaykumar
813BBDC8	Chihjen Lin
80366611	Bent Thomsen
0F6C45AF	Nick Roussopoulos
7E511C5F	Yong Yu
8485680D	Jer¨¯me Simeon
7574996B	Moshe Y Vardi
7FAFD179	Douglas T Ross
84F6F3F8	Wei Wang
7DA7B04F	David W Jacobs
0356F1C5	Luca Abeni
7E19315D	Kaixin Xu
7F9CAABD	Drew Mcdermott
094D08F5	Mathieu Desbrun
7BFAAAA3	Seapahn Meguerdichian
8507983D	Amir Ronen
801C7904	Jade Goldstein
82D295FB	Bob Gilbert
7B2FC799	Gerard Vreeswijk
806FA7D7	Timothy J Shepard
807B67C7	J Hartmanis
7D25668F	Leefang Wei
7F510FFE	Dawn Xiaodong Song
13FDFE34	Raja Valleerai
AE8CFF9D	Xi Chen
80EED882	Ken Thompson
5FD54DB4	L Lov Asz
7ECB1EA0	Robert M Gray
1377614C	Christian Scheideler
806B47D7	Rishiyur S Nikhil
7FEC3B56	Jonathan M Smith
7E148EE6	Jiong Yang
09A8A738	Atsuo Yoshitaka
5A4F9D8D	J Andrew Bagnell
48C345AA	Alexander Loser
182ED066	P S Krishnaprasad
012AFA70	David B Golub
7D2D37D0	Andy Konwinski
77E92207	Taesuk Kim
83D2EB8A	David G Messerschmitt
80D59A1D	Sally A Goldman
8126D15E	Jason Van Hulse
7C666F76	Saumya Debray
7B980650	Tassos Dimitriou
84A4DAF6	Tappen
03FACD46	Nicholas Kushmerick
786A8D8F	Aparna Lakshmi Ratan
8521D3D0	Cliarles E Perkins
7DD5DB89	Moe Z Win
7E4C3AC3	Soyeon Park
80B6BFB6	Chinyew Lin
80CCE0D8	Dennis R Mccarthy
7E6D1AD5	David Gay
7D1EBBD3	Kingip Lin
72B50C69	Arno Bucken
835775BF	David Basin
7FCC8DB8	De Kleer
84C38466	Chris Buckley
1343BACC	Jeanyves Le Boudec
2F8AA3F0	Peter Scheuermann
79450C71	Michael Carl Tschantz
7DDB4399	Minyou Wu
7FD55D90	Eric A Hansen
166916C9	Stephen Checkoway
799F7895	Ilkka Niemela
771907EE	David J Heeger
84CE0691	Johnson Kin
7B48917F	Douglas S J De Couto
7DEF02C7	Suresh Singh
790CBE7A	John Shawetaylor
0B1793C2	Craig Zilles
8639CB8C	Charles Consel
7F78C095	Hong Xu
07091AB2	Jeffrey Scott Vitter
7C2CD0E3	David Frohlich
0E6FAC45	Yaser Yacoob
5A7FBE17	Miroslav Dudik
816BCEBB	Juan Caceres
0E75F34B	Hovav Shacham
7EBFF859	Thomas C Henderson
1A0BBE53	Andrej Brodnik
7E706853	Christopher T Weaver
7626FE78	Bjorn Knutsson
7DEBB2A0	Jun Wang
7294B351	Jeffrey O Kephart
8160B31D	Brian Lee
7EE0DE21	Chaoming Song
7D08E549	Chihchieh Han
83799DF3	Peter Meer
2A88C112	Gian Pietro Picco
7B9423AB	Massimo Mecella
797EE772	Larry D Hostetler
7235164A	Nuwee Wiwatwattana
096EBAE6	Dean A Pomerleau
7DCD849D	Huib De Ridder
7D80ECF8	S M A J Rizvi
721712F1	Abhijeet Joglekar
494E0E08	Lee D Davisson
7EE76C8E	Bo Pang
4BB8BAE6	Peter A Alsberg
80EEF9BD	Stefano Paraboschi
7E1F5F21	Tom Pierce
8273983A	Thomas J Anderson
10F24683	Yuval Elovici
801CF79E	Sanjay J Patel
0E132E81	Robert N Sidebotham
770F5C87	Jan Hannemann
83499AE5	Raouf Boutaba
83D00934	Ming Li
77625A9C	Matthew H Austern
80C07D6E	Hoa Trang Dang
08D8C1E5	Stefan Buttcher
7F676C3C	Cesare Pautasso
7D465BFF	Arvind Saraf
79A812EB	Clemens Schnurr
84A78955	Yuhan Cai
7C60BFBE	Ram Zamir
79070F71	Serge Demeyer
047A4455	Donald F Stanat
7E355002	Junki Min
5DFED5B5	Yucel Saygin
7C89F351	Ivan Damgard
7E82FA10	Shelley Zhuang
7B0E4262	Avishai Wool
8596967C	Pierre Wolper
7D493587	James Clifford
7F13FF4D	Jung Ho Ahn
7D413966	Henry Hanping Feng
77137BB0	A P Sistla
7CD2FC26	Dan Duchamp
7E2C2332	Matthieu Guillaumin
7E30A5FB	Yosi Mass
8076946D	Jeremy Dick
7EECF819	James A Jones
2B8D02C7	Leslie G Valiant
49EEF0F4	Philip Derrin
7DF75F39	Michael J Black
76D08766	Tanzeem Choudhury
7AC2DF03	Charles Hansen
7C933F3F	J S Goldstein
29C2DE9B	Yuval Shahar
80C2E87C	Matthew S Crouse
860AA5A0	Greg Werner
11A7FAEC	Hrishikesh Karambelkar
7AA3AC07	Vinay Aggarwal
1183B2B9	Vuk Ercegovac
7936BF18	William Landi
76D23B75	Hal Berenson
84BD7A9B	Hao Yang
7D8E0929	Sean Slattery
7E1181D9	Avi Pfeffer
863967C9	Peter Schroder
7CABDC55	Terry Winograd
7B28F696	Tim Finin
7D587B4F	Yutaka Matsuo
7D692F97	Xiaodong Wang
82A2E15D	George I Davida
80118A6B	David L Waltz
86236AB1	Christos Faloutsos
777621A6	Michael Waidner
073FBF8F	Kevin S Mccurley
8537861A	M R Macedomia
8548C23E	Yongguang Zhang
7355F1E4	Veronique Perret
7F2B5AAB	Junxin Zhang
80A90A63	Xia Lin
810EC45C	Christopher Small
81661A94	Mema Roussopoulos
5B83C748	Orna Lichtenstein
7B767E86	L D Jackel
760EA144	Tom Rodden
7F5B9696	Eric Dean Katz
5CAC69DC	Athicha Muthitacharoen
79A79AC0	Martin Caminada
767FB405	Michael Mitzenmacher
1420D7EF	Ioannis Tsochantaridis
7E863DAB	Qixiang Sun
7F0755F1	Max H M Costa
8311D172	Christos Faloutsos
77F9F2C5	Boaz Porat
7C9ED109	Rance Cleaveland
8490B8FF	James H Miller
7FC592E4	John L Pollock
78725BCE	Mitsuru Matsui
7AAF60FA	Giuseppe Bianchi
8294DB14	Chen Li
754D8DE4	Michael Hind
02C8FB9F	Ari Juels
80D5E764	Matt Blaze
855B2B8D	Suguru Arimoto
7AF56098	Katherine Yelick
7D435B23	Masatoshi Yoshikawa
769CC467	Richard Szeliski
27562774	Alfred V Aho
0C6BA21C	Wolf Siberski
7DEBDB3C	John Whaley
8179359A	Scott C Miller
75C2978A	Gerardo Lafferriere
7E3BFF6D	Marcelo Arenas
84DCC609	Guangyuan Wu
84B92B92	Michael Franklin
10C214D3	Andre Elisseeff
7F55FC0A	Yang Guo
814D9260	Yanlei Diao
7E008DEE	Keith Decker
326B772E	Jose A B Fortes
7F7AF17D	Michael Bowling
790FA684	Pradeep Kyasanur
798FB5AB	Ling Cheung
6D67F1BA	Dario D Salvucci
862EC6BA	Olivier Chevassut
7F96E82E	Yandong Cai
808F18C8	Ronald Cramer
8477E1C7	Raghotham Murthy
73329F67	Ayhan Demiriz
78EEF5F8	Paul Wernick
84AE2E80	Hanspeter Kriegal
7B2303C9	Carlos Maltzahn
7E85B046	Ben Pfaff
795001B8	Perngfei Shiah
834B4C1D	Hans M Jacobson
80918D59	Stephen A Edwards
80C7766E	Saeyoung Chung
78DE6107	Martin Szydlowski
0E5F1C31	Mark G Karpovsky
7C7C881B	Alexei A Efros
11DF3FF0	Nikos Komodakis
7D5D4FBF	Jamie Taylor
77E30A28	Martin Hoefer
79A76B63	Hermann Ney
7CEDE181	Robin Dhamankar
769A3014	Robert W Scheifler
7DD82BC6	Quangtuan Luong
7F733322	Jinyang Li
278972A6	Adrian Perrig
0855EC3D	Bernhard Froba
77EF9CF6	Jeffrey Shneidman
76F5E846	Mark Seneski
7821233F	Charles D Cranor
080885C2	Charles E Leiserson
8511F6B7	P Rodriguez Rodriguez
847ECF42	Robert Gargiulo
48E18DB7	Leah S Larkey
7845F085	Doug Beeferman
79342E21	Alexandra Boldyreva
7E84EB43	Joanna Kulik
7E49E910	Praveen Kumar
7FACE54D	Simon S Lam
800DA280	Jung Il Choi
7F437379	Collin F Baker
0C652565	John S Baras
75DCD1CF	K A Aidoo
7E5FE2EC	Yuping Yang
7EF0EBAD	Mark W Garrett
75195ABF	Christoph H Schmitz
813FB56B	Daphne Roller
12DF462E	Cristina Nitarotaru
849247A3	Thomas Richardson
23906E77	S A Mahike
196D9909	W Ciancey
7C2B867D	Andrew Zisserman
7E7AA042	Waiman Lam
86268CC1	Yiftach Ravid
2B5EE929	Eleazar Eskin
7926E502	Sriram R Vangal
71DE9D05	Richard F Freund
762E4468	Craig Boutilier
8512E408	Yongjun Jiang
7C34F3B5	Johannes Gehrke
1376A0BD	Talal G Shamoon
7F5A2E01	Dongyu Qiu
29D9D03C	Torsten Suel
78E6E4E5	Theodoros Lappas
78D3F0D1	Marc Najork
7E832165	Terry Koo
7E48B28A	Satish K Tripathi
7EF92D9D	Yancheng Chang
7D691F3E	Andrea Arcuri
57E37F5F	Peter Hazucha
81B4993E	Michael Merrit
7E88C142	Qing Li
850B48A9	J Christopher Ramming
7751003A	Rong Zheng
81124D44	Kim Guldstrand Larsen
7F05BE3D	Yufei Tao
854E526A	Amiya Bhattacharya
7CEB7A71	Martin E Newell
091D4DF1	Tomasz Imielinski
7F12C72A	Chingjui Hsiao
08CF7284	Peter Pesti
7C322279	Paul W K Rothemund
4C261C44	Miroslav Kubat
7DAABBEA	Tieyan Liu
28A0077D	Ramachandran Ramjee
7E78C7C2	M F St John
80024AC9	Harold Ossher
78876AE5	Alberto Mendelzon
130EAA4F	Rubin
41709172	Allan Heydon
80ACF521	Sriram Raghavan
80BC62F9	Jon Whittle
7F6EF53C	Silvia Lindtner
84E6919A	Xiangying Yang
7F6FD7B4	Jitendra Malik
833DDC07	Matt Welsh
6FABED11	Georg Gottlob
4684BB81	Asser N Tantawi
7E39073B	Byunggon Chun
076C4FFE	Paul Muhlethaler
756D95C7	Alan H Barr
802CDDEB	Anna Sandin
76564AB2	Leif Kobbelt
7DCEBAB9	Kai Hwang
7CB11BCD	Marco Dorigo
84032839	Sanjay Agrawal
767B3EBA	Satoshi Morinaga
7FC893BA	Sergey Berezin
4D25EB8A	Ralf Herbrich
806890A6	Gaurav Banga
8173C677	Nageswara S Rao
7EC9B283	Winky Yan Kei Wai
7D8EE428	Claude Delobel
806DABD1	Mike Sinclair
7EDA797A	Klaus Becker
7A3C051B	Mark Roseman
81778752	George G Robertson
5FC742A6	Karin Schnass
82A6AE9E	Sunitha Sankar
0477DF6D	Wessel Kraaij
7E006A4E	Ganesh Ramakrishnan
853E6CF4	Pattie Maes
7D07B544	Lei Xiao
7FF74265	Shivendra S Panwar
493B0548	W Schwabl
02A1FDD8	Jayant R Haritsa
11C7A6DA	Azer Bestavros
7DA9C9BD	Philipp Koehn
7DD26796	Niraj K Jha
28FB3C46	Ran Canetti
84EC8929	Brian A Lamacchia
0C4F2F1F	Michael Goesele
4A179DE5	James Hendler
7FDF1771	Henri Casanova
296520E9	Oded Maler
780A2298	Philippe Besnard
7D78CC6D	Chauwen Tseng
7A4B3AD7	Abhay Parekh
7FD476F0	Rion Snow
8552B61C	Jae Choon Cha
0DE4383F	Alessandro Acquisti
781546F6	Glen Jeh
7899B243	Franziska Roesner
807C4081	Wenke Lee
6E600DEA	V Shashidhar
80785377	Paul A Martin
7EB24B66	Lawrence Tan
86228329	Robert Morris
591DED3E	Carolyn Turbyfill
7E7C45F5	Chinggung Liu
7C5A7E88	Henning Schulzrinne
63041431	Hong Cheng
84ECA89C	Carrie Porterfield
81DE69E1	Amir Herzberg
7EA331C0	Jose M Castano
480660FC	Bryan Kisiel
79CBEA91	Mark Lillibridge
7AF1D9A0	Veradej Phipatanasuphorn
77FCD19A	Stefan Berchtold
7E4E5BF7	Carlos E Scheidegger
7C692FB6	Nick Cercone
7FC1194A	Steven J Phillips
134EF71C	Robert G Gallager
09F2E774	Hamid Jafarkhani
7EBE34C1	Keisuke Usuda
8487EC47	Jing Zhong
7FFA0EF1	Anupam Datta
75F3D9FB	Patrick Haffner
7CED516D	Jim Baumbach
7F474ACA	Armando Fox
3DAE97B4	Yang Yang
848EF210	Shafique
7F286FE7	Eunsun Jung
7EB92878	Sarita V Adve
7D5EA02C	Amitabh Srivastava
847143F3	Wei Wang
7EC4448D	Kenneth A De Jong
771983CB	Jacob Whitehill
7C267C1C	Brian Scassellati
18152BD9	K S Schlobach
7DC66AE8	Ahmed E Hassan
5581AC1A	Laura Maruster
82BB3AFD	Sameer Tilak
7FE11FD3	Norman I Adams
0FA717EE	Yoelle S Maarek
84BB0F34	Haran Boral
7DF7CF2B	Francesca Levi
809C1962	Donglin Liang
7EDF55F0	Pankaj K Agarwal
7FA81BB9	Jeanette P Schmidt
847A7D07	H M Leby
801A7D18	Guy Jacobson
75695CEC	Benjamin M Zaidel
7FF65A83	Sudipta Sengupta
77ED5827	Jitendra Padhye
7E6E3892	Jochen Liedtke
14D73910	Eran Tromer
7B5EABE5	Affan A Syed
7E907886	Chunnam John Yu
8535926C	Michael Strube
21908EB6	Mario Gerla
7F2F3C61	Ian Fischer
09C77F3C	Dirk Muthig
7E94D290	M Newbold
7AABE196	Jeanette Blomberg
85FD09C3	Wei Zeng
7F8E0E26	Joost N Kok
75B1958E	Terrence R Crowley
118F2FF3	Todd Millstein
7DD7BAD9	Charles L Karr
7F9E9D11	Robert A Morris
81B09D26	Sameer Agarwal
7EC02502	Dik Lun Lee
7B52B078	Navin Budhiraja
805FD211	Ramon Caceres
7BDB6EA6	Damien Sereni
7DD4F839	Amarnath Gupta
78470629	Nick Duffield
7D4AA4F2	Ramesh Govindan
84D3702F	Robert Kowalski
7E8E3A48	Anand Padmanabha Iyer
7D46273E	S Lloyd
0B65BC16	Tammo Spalink
81F0D3F6	Richard Fulton
7FDA9302	Dechang Chen
841A6B49	David Binkley
8579AA0C	Richard Helm
7EF781E8	Changyan Di
7EC191C5	Chuanjun Zhang
7E88D896	Seungjae Han
76E5CD23	Jamie Shotton
05BDBDF6	Peyman Faratin
7D76B520	Ananth Rao
7A893A5A	Roland E Wunderlich
7AC47720	Robert J Wilkins
9CA19808	Feng Shao
7DDDA696	James T Kwok
7EFC1696	David Clarke
813ACCDA	Yuqing Wu
80856B66	Salim Hariri
32FFEED1	Johan Hastad
79C40347	Olav Solgaard
82FD6EFF	Masoud Salehi
77536B10	Daniel Leifker
7961AD48	Nicholas Nethercote
7D3AD005	Drew Dean
E7848DA6	Hui Chen
78FFF358	Rudiger Westermann
77331C70	Kunle Olukotun
7E48CF9D	Steven P Wallace
731064A5	N Juristo
7A42E79E	Paul Syverson
7E6949DD	Gopal Renganathan
7509CCA4	Hugo Larochelle
0685EF41	Olga Vechtomova
7D22EDD7	Hangsheng Wang
849B2A61	David Randall
12709594	Machigar Ongtang
7C4E3371	Bruce L Mcnaughton
299C61B8	Albert Y Zomaya
863D442B	Matt Welsh
84FD3D80	Jose Meseguer
862A22F4	Dirk Balfanz
809E5C52	Xiaola Lin
0C581DC5	Ahmed H Tewfik
7E55B941	Dhananjay S Phatak
803763B5	Jungkeun Yoon
0428D988	Steven L Rohall
0A48B0C2	Thomas P Minka
7D59933A	Jie Wu
7FA1DB82	Jose Meseguer
7EB40B80	Brian A White
778CAB9F	Alice X Zheng
7B7FEDF0	Eli Gafni
5F1CB0E1	Jeanmarc Odobez
043F9922	Terry E Weymouth
7D182F8B	Armin B Cremers
7A5A57AC	Mark Manasse
7A369CF0	Alexandrin Popescul
7DD5BD8C	Joshua Zhexue Huang
81AD8B92	X Y Li
1A0E283F	Antonio Gulli
132106AB	Pravin Varaiya
75545F28	Nitin H Vaidya
838BD8BB	R Prodan
0A27A2E4	Thomas Strohmer
7EE857A4	Juanzi Li
7615B7A4	Alan K Mackworth
142C4932	Baltasar Beferulllozano
0F747C23	Adolfy Hoisie
4573D225	Kung Yao
2BC24746	Yehoshua Sagiv
813A5F02	Deborah A Wallach
7D82CA42	Minlan Yu
83ED96BF	Adrian Perrig
636E9915	Rayadurgam Srikant
289D217F	Ramesh Nallapati
813D3309	Vijay Vasudevan
7D0F53CA	Charles C Hardin
782EE1BC	Thomas W Malone
7668DFD1	Nilesh Dalvi
7F92A988	Robert Lingle
7946B8C4	Dragos Niculescu
81881414	Sumeet Singh
7DC42030	Sanjay Agrawal
7EE499D9	T J Harley
7D4DD9D8	Rajeev Gopal
7B0F71D5	Ken Yocum
857E700A	Jangping Sheu
824B8639	Makoto Okazaki
7F9FA157	Randall Davis
746F52BE	Rzvan Cristescu
7EFBE6B1	Avi Pfeffer
83628BD9	Thai H P Vuong
85776585	Robert E Mcgrath
00ECF1FC	Arvind Hulgeri
7F89DDB0	Daniel M Roy
0A90B8AF	Hanna M Pasula
7E161311	Wonjong Rhee
76C7F68D	Jacques Stern
7F43A288	Mikael Nilsson
85BC6BB9	Amy Unruh
03ECC298	Istvan Cseri
219BF441	Frederic Cuppens
81B3008E	Sam Scott
84A08AB1	Kai Li
84C18C5D	Li Fefei
80EC4031	Devon M Becker
78649433	Eric Foslerlussier
7D755071	Nihar Jindal
78AC8BEE	Claude L Fennema
5E25C62A	E Jokipii
806DCF8E	Edward Y Chang
77D05541	Ian Horrocks
82B55675	Sokol Kosta
84EF3E46	Mikko H Lipasti
7AD20559	A T M Aerts
7BB859CE	Morton M Astrahan
7E9D2F2F	Benjamin Kaufmann
808B9E9C	Yongjian Fu
7C9DAFDA	Gunther Gediga
7E5FBCB7	Jamie S Evans
401C3D11	Michael L Littman
2605C288	David Haussler
80E5FAAC	Navjot Singh
14A9BA4A	Ubbo Visser
7EB1377B	Neil D B Bruce
7F140113	Y Jin
81342A2C	Kohei Honda
7D169CCB	John Paul Shen
809FC114	Dongming Liang
09A9F524	Rudolf H Riedi
6E612651	Giuseppe Persiano
80248B65	Divesh Srivastava
86278DFF	Arvind Singh
7F494298	Priya Mahadevan
7A1DBD6E	Tao Tao
762EE74C	Julien Mairal
7C562E92	Shravan Rayanchu
76B89527	Thomas Fahringer
7EA10205	Reetuparna Das
7FB6FE9D	Dirk Grunwald
7DC5686A	Raymond Reiter
7BE4B9B6	S Muthukrishnan
7D74AD8A	Bruno Becker
7CF4D08F	Ran Raz
7E95BD75	Eyal De Lara
75D5F05F	Vincent Toyee Ng
84F0DC53	John Krumm
848E5630	Patrick Valduriez
77B91433	Marc Vilain
7F0F3D52	Benjamin Packer
7FC97C44	Mohsen Jamali
7DA77EED	Joohyun Lee
2BAA2D72	Antony L Hosking
794DCC81	Deepak Ravichandran
0DC1542E	Christopher B Colohan
7D5AD7DE	Liewei Bao
581DE95E	Alessandro Cimatti
0EDE58D4	Krishna M Sivalingam
7C0A87AB	Mitchell D Trott
84D91491	Wei Chen
7D96D69F	D D Fisher
5E77872C	Jeannette M Wing
862AE20D	Ailan Hu
80DDFB90	Jonathan Munson
1FD18C81	Wade Trappe
84ADF8CC	Oren Somekh
848B9403	Haitham Akkary
7294DCEC	Michael B Greenwald
75E01441	Joshua D Guttman
7E3365C0	Jeanclaude Belfiore
84BBD64F	Lei Yu
7A826F1F	Alexandra Constantin
80C0034C	Kang G Shin
06182B50	Gwenn Englebienne
85204F1D	William Su
7E717172	Irwin King
7788AC8C	Emil Sit
7F6A6897	Amos Ron
7E1AF688	Wentian Li
811BD9D3	G Robert Malan
77FCCFC7	Byron Dom
80B96665	Ralph Johnson
7E173581	Laxmikant V Kale
7D6DF2B0	Rodrigo F Flores
33F40A4D	Daniel Dumitran
7F7A6313	Louis C Guillou
7D195AB1	P Gupta
7EE01DA1	Howard Hua Yang
764F64BB	Norman Mccain
706203C0	Daniel Schwabe
82A09C01	Steve Hanna
7C7636D4	Krishnaram Kenthapadi
80A2B74E	Barak A Pearlmutter
7D6F2C89	Jianfeng Gao
84698B7B	Beth Logan
7B4331F1	Elizabeth M Royer
75E11522	Mladen Victor Wickerhauser
4898FD0C	Paolo Ciaccia
850B38DE	S Le Grand
7FC0FA4B	Marvin H Solomon
2A8501C0	Christoforos Kozyrakis
8483D474	Geoff Crew
76217F8F	Shahar Mendelson
0C915F07	Jon Kleinberg
80457B87	Starsky H Y Wong
75CBECD9	Maurizio Lenzerini
7F16FF6E	Xiaojin Zhu
11D71853	Gisli R Hjaltason
84CF133B	L Rodney Goke
80E71BC2	Harkirat Singh
7F9138F0	David X Wei
77E73CB7	Philip Shilane
858003D2	Danny Levinson
29AFE035	Alex Sprintson
769AA800	Jayavel Shanmugasundaram
8497BD2D	Anirudh Singh
8546CC25	Amelie Marian
84F080AB	C Elliot
7640F79D	Martin Haenggi
7E128951	Rajesh Cherukuri
7FC49C92	W Xiong
816237CC	John L Hennessy
853C5A36	Daniel Simon Mills
5DDB7150	Sacha Fosseparisis
2B25A921	Les Gasser
7EE60BDC	Michel Lacroix
7D5FB879	Shu Du
06D95B69	Yuval Ishai
7EB978DB	Michael J Wiener
3DB42386	Souvik Dihidar
7F5EDE94	Wengfai Wong
8637C671	Oded Shmueli
86392FE6	Furio Honsell
8573F296	Justin Harris
12A4D05E	David W Shipman
7ED16E4C	Michael W Collins
854D3DF3	Mark Schwabacher
7D893F19	Lingxuan Hu
854D3B3C	Guru Parulkar
0E2B7536	David H Albonesi
0267584D	Daniel E Lenoski
80F4E633	Rolf Neugebauer
7EC6D943	Steve Lawrence
85F8A494	Jan Pedersen
653A0377	Mary Elaine Califf
7DDE9B82	Srini Narayanan
85BD0691	Amir Roth
79EE1081	Sylvie Ryckebusch
84C0E8A2	David Sands
7751993A	Christopher Kommareddy
80C5C642	Shekhar Borkar
7C2836DB	John Dzubera
7876F595	David Wetherall
7F6642AD	Dertsai Lee
72264832	Josef Raviv
0CF5797C	Hakan Ferhatosmanoglu
7E452E0D	Stanley Kok
7D520F50	Steve Muir
7E9B7AFC	Thomas Eriksson
7D6D7D85	Brian Noble
7F221906	Stephen V Hanly
7DE51F74	Vijayshankar Raman
0CF01ACC	Aria Nosratinia
7E27C835	Kenneth Rose
605A81EF	Krishna R Narayanan
81B4E6D8	Bruce Leasure
85A3DB69	Christos Faloutsos
82E66650	Shihab A Shamma
723EF9B7	Andrew Pavlo
7A392F9E	Alvin R Lebeck
7FB6116E	Cheeyong Chan
1323FF9D	Benjamin Blankertz
82EA196D	Stavros Christodoulakis
82936BF0	Evimaria Terzi
81600082	Benjamin Livshits
78E1E8DE	Bruce G Baumgart
79C6CD81	Brian Milch
1462CFE9	Thomas A J Schweiger
762596DB	David Tarjan
0EBFC313	Thomas Kailath
59B4CED3	Richard E Ladner
7EE97CA1	Saswati Sarkar
27FE2767	Aaron Lefohn
7F693F4E	Kaiwei Chang
7FA3AA96	Pragnesh Jay Modi
269AFF3B	V S Subrahmanian
7E4338C3	Daisy Zhe Wang
6CF4C830	Steven W Mclaughlin
80DCAA0D	Shava Smallen
8552B242	Tim Roughgarden
84189322	Walt Melo
8623EB7F	Edward M Mccreight
7E8029E8	Robert C Williamson
7F96334E	Vincent Oria
76B74CEB	Fabio Pinelli
439025A1	Thomas Siegenthaler
587B8B50	Cormac Herley
8391DDB2	Parthasarathy Ranganathan
8108E7ED	Antonia Zhai
75BD26E8	Alexis Battle
71F4B11E	L Darrell Whitley
844F9D87	John Bloom
84C2898E	Marcus Poggi Aragao
849B8B76	Mohit Chawla
73B7739A	Steffen Staab
805E0E38	Calvin Ko
00912FED	Mike Wawrzoniak
591891B8	Frederick R Reiss
80AA248A	John B Carroll
7B2BE4FE	Hanna Nystrom
18CD4174	Mahadev Satyanarayanan
862FD25D	Nathan Schneider
7ECD6B13	Ivan Titov
7F413E70	Vasileios Pappas
7FAE4597	Nicholas J Wang
7D7D0C69	Daniel D Lee
57D9DD6B	Anuradha Bhamidipaty
7FF7EB20	Steven Low
7CFAD515	Maheedhar Kolla
2958D38A	Robert L Nord
7EC0D23E	Brent Waters
8614AE4B	Norman P Jouppi
0B5A86AC	Kourosh Gharachorloo
7F53E31E	Partha P Bhattacharya
750CDCE4	Thijs Westerveld
7FBA9A2F	Mike Upton
8156AF65	William Robson Schwartz
7E8AFFF0	Chen Lee
7DCF5289	Alec Wolman
8042EEB2	Herbert Jaeger
7EA60DDC	Jonathan L Katz
7E0E7AA1	Steve Lawrence
81340BA2	Philip A Chou
553F3FCF	Bryan Cantrill
802C8BF8	Eric Hoffman
7C60BACB	Darko Stefanovic
0DB5DC57	Christian Tschudin
7F3E1CDF	Steven M Seitz
7DCB5D0C	Chunqiang Tang
12CF01DA	Philip J Woest
7E535C87	David Moore
839BE448	Wei Huang
7BE7790A	Paul Barford
7F035F5C	Luke Yen
8158A726	Eamonn Keogh
7D05E426	Jeanmichel Renders
7790AFCE	Christof Fetzer
836B1705	Shmuel Safra
5C0634AF	Alexandre Evfimievski
80A52F50	Kuangching Wang
8485DB82	H Scale
7117E5B2	Steven E Golowich
017F2D30	Markus Bylund
85A04789	Toshikazu Fukushima
772560B2	Michael Stonebraker
7E08FBE6	Anthony D Joseph
862BBB3D	Siddharth Suri
86062BE2	Alex Ho
7EF2A840	Mohamed Oussama Damen
751EAC17	Kevin Fu
7721133B	Stephen Soderland
85F66FD3	Massimo Franceschetti
7E938E79	Anindya Banerjee
7D43F8E4	Markus Michels
7FE498D0	Harr Chen
7E2077AC	Murat Demirbas
7F1D8EF3	Nidhi Aggarwal
7F139DB2	Balaji Prabhakar
852FE5CF	Brian Kulis
7C857356	Srikanth Kandula
775B7B1E	Joseph A Konstan
7A15642A	Ronald P Loui
85AF6CD1	Christos Faloutsos
7DB6E4C5	Ashutosh Rege
8501E938	J M Leaton
80D496FE	D W Mclean
85D965A2	Silvio Micali
84DEDB22	Matt Welsh
7D667245	Aylin Yener
81426CD1	Mark Sanderson
28B411E8	Luca Console
82DE9CF3	M G R Varma
7660653E	Khalil Amiri
7EDAF3D5	Abhijit A Patil
7A97C2DE	Aaron Zollinger
8123A609	Kai Li
7600EDEC	David W Cheung
77A8B0F1	Gideon Schaller
7D5A17A4	Anish Das Sarma
83465439	Dan Popovici
7E0E01E9	Eliot Flannery
7A0EAE43	Shunichi Amari
1CC4276F	Froduald Kabanza
55C3471D	Darren Shakib
81F2EF06	Maikel Pennings
789F97C9	Bobak Nazer
84995111	Snow
135FEDAE	Hannu Toivonen
561AE2A4	Kenji Yamanishi
7D6E0219	Randeep Bhatia
7CCC9E85	John Capetanakis
49133FAB	Ahuva Mualem
0CDC90F4	Nicolas Hautiere
8194A8A1	Edward Omiecinski
812CFA4F	D S Parker
81B9B26F	Bram Cohen
53EB194C	Edoardo M Airoldi
7C838041	Kristen Grauman
79A96F8B	Jonathan S Yedidia
7EE9F6BE	James P Gray
827D8093	Geoffrey Holmes
7CCB96AD	Avi Silberschatz
7F1604CC	Ken Ashcraft
80865051	Rupak Majumdar
