75D11493	Gerard Verfaillie
6CF3EB43	Ioannis Kapouleas
842B88F5	Bengt Jonsson
7FEE6C87	J H Conway
7E57C46B	Martin Scholz
84025C95	Andrew Twyman
5862730E	William H Kautz
76C9954D	Petros Maniatis
8538CDE3	Bala Iyer
832C72E2	Xin Li
7E8C521F	Holger Karl
7FF48FF8	Anmol Sheth
7A826F1F	Alexandra Constantin
82E6C9E0	Viswanath Poosala
83072A99	Bahareh Sadeghi
7EFAF606	Murtaza A Basrai
7E68E61B	Jeremy Elson
6994DC75	Sanjeev Banerjia
7D560CF4	Andrew Yu
5DFED5B5	Yucel Saygin
7D543FF1	Yutao Zhong
806890A6	Gaurav Banga
7E1122AA	Peiya Liu
7EC980D6	Byoungkee Yi
7B639582	Ahmed Elamawy
7C513DC3	Michael Mathioudakis
7C1AF876	Herman Schmit
29752D3A	Ronald L Rivest
854E91CA	Raymond To
85212726	Fernando Flores
803409F7	David B Shmoys
7DCD23BC	M J Muller
7D53BE35	Randall S Davis
7EBA9295	Barry Brumitt
7EC36D5B	Justin Pettit
7E1D092A	Mark Harris
216E60E4	Daniel S Weld
401C3D11	Michael L Littman
7CF8E526	Alessandro Armando
810B78C4	Carl G Ramey
862E7437	Victor Shoup
7A88F17D	K Azarian
803A1078	Patrick P Lam
81618B96	Uichin Lee
7DFB5D7D	Kunyung Chang
05E6E415	Thomas Bonald
7E2A4D59	A Varshavsky
80B437D0	Chenxi Lin
77221471	Jennifer Rexford
7DDC08ED	Sanjam Garg
86399DCA	Larry J Stockmeyer
1215B2C6	Prabhakar Kudva
82F64DED	James Wyllie
6594064C	Mike Grimmer
80FE7482	Antonia Bertolino
84820D77	Xuejia Lai
4C2B3327	Naty Leiser
7BD22E05	Rohit Khandekar
7B3551B2	Daniela Rus
805FD211	Ramon Caceres
7F3B14DD	Manohar K Prabhu
2B57C37A	Girish P Chandranmenon
7C2A8AD9	Andreas Ess
7E60503D	Weiyi Meng
8297D301	Subhash Suri
78F65076	Esa Malkamaki
7C1E7FB6	Pradeep Khosla
815F4B3F	Lixia Zhang
72754FA6	L Peter Deutsch
7585C2A5	Michel Galley
7D622641	Xin Li
8091EF3D	Ghaleb Abdulla
7CF327E6	Urang Nayak
7D13C3EC	Arturo Crespo
850D42AF	Shamim Naqvi
824025AA	Ting Wang
77AFDB9F	Oded Maron
810900C1	Thomas R Fischer
7D9C7963	Alina Oprea
1254675C	Albert Bifet
7E52D700	Jeffrey Xu Yu
83E5CC71	Raghav Kaushik
7F035F5C	Luke Yen
7F5D2060	Maralle J Fakhereddin
BBF353D2	Min Xu
84B43D2A	Wallraven
78BB600A	F Thomson Leighton
7769BFB6	Philip Bohannon
7E4F59A3	Wei Xu
0E6B7D0E	Francois Llirbat
7E906D50	Helen J Wang
79A79AC0	Martin Caminada
022F22C2	Hassan Takabi
79369A8D	Carsten Lund
8046A0F4	Dafu Deng
7E422709	Janyce Wiebe
80286A21	Roberto Sebastiani
8106C88A	Flemming Andersen
73D4B8AE	Pascal Lamblin
7DCA9195	Jay Banerjee
7E0E7AA1	Steve Lawrence
80D9C50D	R E Howard
84C18C5D	Li Fefei
75080B4A	Ganesh Venkitachalam
7CEF7C15	M Steiner
12595477	Terrence J Sejnowski
7D61BA13	Junfeng Yang
80004BFB	J G Dai
855250E6	Jehoshua Bruck
183F83E4	Alan Mainwaring
7713F7F2	David R Boggs
7E07DC90	Janet L Wiener
7D6E362D	Mandar Mitra
6744666E	Thomas Bonald
7A037291	Laura Marie Feeney
167BB3D5	Peter Revesz
7ED679D2	Taesang Yoo
80A4D269	Vinay J Ribeiro
8630DF46	Mauricio A Hernandez
12AE3932	Andrei Sabelfeld
14290BB0	John Hatcliff
7D079E85	Dongning Guo
805FE76F	Jinfu Chang
7B591889	H H Nagel
103022CC	Matthias Grossglauser
7E006A4E	Ganesh Ramakrishnan
7FFCADEE	Simon Weaver
843C4571	Alexander Kogan
140EF3E8	Jones
84740986	Ping Zhou
85648F66	Marvin Theimer
6EAB02E9	James J Kistler
7C2CD0E3	David Frohlich
823C8E0F	Sudipto Guha
7625F061	Eugene Gluzberg
80FED974	Mark Levene
80DEB807	Anthony Schaeffer
812C4614	Zhong Su
8553CB58	Peter Honeyman
124307F1	Collins
855FFED2	Nachiappan Nagappan
750CDCE4	Thijs Westerveld
7DF452A6	Bryan Black
78A716B2	Mohamed G Gouda
849C6AC3	Z M Fei
0DCB1759	Ylan Boureau
7F427C50	Sudipto Guha
80345929	Jaeyeon Jung
7608C635	Samuel P Uselton
50C0DDA8	Yee Whye Teh
8490B8FF	James H Miller
808495A2	Michael C Tanner
27DE42FD	Venkat Anantharam
1A561F0C	Kai Grosjohann
7788AC8C	Emil Sit
7D01D9EE	Yair Weiss
7D70B8C6	Mukesh Agrawal
7DDD44D3	Le Xie
84EA920C	C K Tan
8351EA80	Raphail E Krichevsky
75AD3DD3	Christian Koza
7F74F77B	Richard Hartley
855A1CD2	Joanne M Atlee
7D481938	Philip A Bernstein
80A28B31	Michael Mattsson
78FC73B8	Ingemar Ingemarsson
11F47AB1	Stefano Lonardi
2D362E93	H Chen
789F97C9	Bobak Nazer
7D2CF196	Hugo R Patterson
80FD776A	Sanjay Pant
738D5DC0	Scott L Vandenberg
0E8ADBDB	Pieter Abbeel
0AF1EDEA	Alan F Smeaton
767860DC	Diego Calvanese
85664494	Emmanuel Boutillon
7C6E22B1	Inna Dubchak
7DDE9B82	Srini Narayanan
801DC5AC	Jeremy Condit
833FCDFA	Robert France
0BD7E921	Erik B Sudderth
7DF4BA5F	Ernie Brickell
7EDCE1E3	Tsutomu Matsumoto
7471F9AF	Aman Kansal
863DAFC4	George P Copeland
7D77A06B	Prabal Dutta
844C4545	Donald Hindle
848C24AC	Carl Staelin
7E0F041D	Tina Wong
775045AA	Jan Camenisch
0998AF0D	Constantine P Sapuntzakis
1025B2BF	Farinaz Koushanfar
2BF27CC6	Aristides Gionis
8158826D	Anant Agarwal
11325A17	Jack Dongarra
7C494559	Mike Paterson
7F724CDF	Magne Jorgensen
811E1DC0	Patrice Y Simard
1112385B	Marcel Worring
85ABA12A	Donald Kossmann
0488B1AA	Marcus A Maloof
783A1136	Laura M Haas
19EA9459	Uri Kanonov
7F1201AA	T Fawcett N Mishra
7D493587	James Clifford
86255D1D	Peter Brusilovsky
0F763E89	Anders Hostmadsen
85297F17	Gerard Basler
7D14ABA8	Jonathan Goldstein
2AEAA1AE	Phokion G Kolaitis
80FEB02B	David G M Mitchell
82ECA222	David B Kirk
8251F2C7	Dave W Fan
706203C0	Daniel Schwabe
7CF3CD50	Larry H Wong
7FF900E5	Domenico Ferrari
78470629	Nick Duffield
806CBED9	Shulin Wu
5ADF5062	Stephen E Fienberg
8420B5C3	Jake M Hofman
82AC33B4	Yuichiro Iwata
7D1A4EC2	Philip K Chan
803C17B5	Daniel Dunbar
80E68CD6	Robert K Abbott
76AC2D10	Raghu Ramakrishnan
7ABE470D	Antti Takaluoma
0B56A9C1	Sylvia Ratnasamy
7B584BE3	A E Klimov
03141FD0	Upamanyu Madhow
7D264A30	Alexandra Birch
7FF8851D	Charles E Perkins
0BFF1B77	Allen Gersho
7F6480A1	S Sundararajan
849C5EAA	Saar Cohen
00219748	Gilad Bracha
7EFE7F8C	Andrew Blake
014F5B3B	Dmitri V Kalashnikov
7D09AFAE	Moti Yung
7D341B37	John C Hardwick
7B31E6C6	Michael J West
48254B58	Marios Skounakis
7AC4B621	Scott Rixner
799C15F2	Giuseppe Decandia
7CF0644A	Urs Holzle
860DA6D2	Tao Yang
0D367FFA	Ivo Duntsch
7F55FC0A	Yang Guo
7B0B5781	Peter J Burt
80F96D29	David Zhang
41709172	Allan Heydon
2915CE74	Umeshwar Dayal
84EF3E46	Mikko H Lipasti
7DBAD034	Rebecca Hwa
80F8E48C	Stephen J Fink
8632E918	Jeffrey S Chase
824C68C3	Salil Prabhakar
838CA8EA	Amr Sabry
0BB61838	Menachem Magidor
797420B2	David Nakahira
829219F3	Maruti Gupta
8162D661	James R Davis
79C6CD81	Brian Milch
7D799AF8	Thanhvu Nguyen
841D1730	Prakash Panangaden
82280871	Ruth Silverman
7D33EF8B	Pan Hui
82C8A2BF	Amer Diwan
80C416DE	D Brooks
862F660F	U S Chakravarthy
79762927	Tim Bernerslee
809F6324	Yingbin Liang
80A85520	Lidong Zhou
7FE46154	Jane W S Liu
7F5CF1D8	Anthony J Bell
7F5C647A	Manu Sridharan
8164E368	Ivan Laptev
78D2DA82	Peter Mathys
843E81A2	Werner Kiesling
7F1000AA	Dilip Krishnan
28BB7B2F	Fahiem Bacchus
7D646DE3	Brian Chen
19E8A2EB	J D Tygar
82358462	Abbas El Gamal
295A153F	Steven P Reiss
761ED33D	Zheng Shao
0F09FFB1	Erich M Nahum
7E47102A	Michael Kearns
8008924B	Stuart G Stubblebine
8552CE43	Saniir R Das
8635E776	Ning Zhang
7E354C9F	Pascal Vincent
7DD8A024	Jay Chen
00377976	Vassil Chatalbashev
496C59EF	Vidyut Naware
7F32D2FA	Songchun Zhu
758CE887	Mahmoud Naghshineh
7ED45625	Reinhard Wilhelm
09ED9001	Ofir Shalvi
7E112CFB	Ricard Gavalda
7AA2A0C2	Jeffrey Edgington
7A5A57AC	Mark Manasse
84EE39B3	Laurent Jacob
808BADEB	David S Evans
85457913	Michael G Luby
5B930B8C	Krishna Srikanth Gomadam
7F569256	Wilson C Hsieh
80D3289A	Paul M Dantzig
7BF72565	Philo Juang
82AC3DA0	Michael H Coen
404DD313	Marvin A Sirbu
82268858	Mario Gerla
7F111287	Clarence Ellis
7EECE471	Stephen Robertson
2C5AD4DC	Scott E Breach
80C4E8EC	David S Johnson
860F4B85	Fang Yu
80865051	Rupak Majumdar
78B62410	H F Mattson
7E9FACC0	Ashlesha Joshi
84CC06B3	Joseph T Rahmeh
7B9A18C3	David Gochfeld
856D855F	Alexander L Wolf
7FF8F6C5	Yihchun Hu
85E012C2	Jeanlouis Lassez
77D87750	Krzysztof J Cios
84D302A7	F Zadok
73208747	Alfredo De Santis
7C666F76	Saumya Debray
79F0A3FE	Michael Wolfe
299D6E11	Amit P Sheth
79F208A8	Doug Joseph
7DB54482	Qiang Yang
7D148A36	Hansarno Jacobsen
810E0D58	Marc K Rosenblum
03712938	Oren Etzioni
8296300E	John Anvik
5FD54DB4	L Lov Asz
7E8BDB35	Yingshu Li
2AB3740B	Micha L Rusinowitch
0AD2E7F5	William M Spears
82B03882	Sheldon J Finkelstein
76A37A94	Erdal Arikan
7E1D731C	Susie Wee
7973FED6	Don Coppersmith
6A61E0B4	Kunwadee Sripanidkulchai
7F798D2C	John Blitzer
805BF7BD	Chita R Das
757345F9	Sergio Verdu
7560CC0A	Markus M Breunig
761AC734	Timothy Roscoe
7EDC6FF0	Michael J E Sternberg
2742DFCC	Thomas Brinkhoff
80B045AB	Tom Fawcett
7DD9DBAC	Jenny Rose Finkel
1442D6F1	Sean M Mcnee
81778752	George G Robertson
77479926	Birgit Pfitzmann
7DF2EA9D	Simon Ostermann
7FFA3108	Andreas Moser
806D72B3	Raphael Volz
858B3000	R Shea
8413AC9A	Richard Fikes
7BA1338F	Alin Dobra
81638907	David M Nicol
84C8AD82	Michael R Lyu
8479D577	Dan Geiger
2B4C0521	Celine Pering
7E0ECB5C	Vaclav Rajlich
80C0CD4C	Kyle Jamieson
7DF34111	Jonathan B Freeman
7F1F77B8	Philippe Charles
812EF661	Shyong K Lam
299C61B8	Albert Y Zomaya
7F08F36E	Andrew Mccallum
80D5E764	Matt Blaze
82EA196D	Stavros Christodoulakis
7EEDD490	Kamal Jain
811F6D98	Rob Fergus
7D0C0E32	Junyan Ding
0FC214E1	Richard Kronlandmartinet
14CA1F1E	Luis Gravano
7B28F696	Tim Finin
7FCE529C	Yuching Hsu
77AF1022	Mark Goadrich
285F7C76	Robert Gaizauskas
812D1F62	Stephen J Wright
148B86FB	Vanja Josifovski
7FB46F26	Yongseog Kim
818734CD	Omid Madani
800027F2	Christian Heath
11FDA27C	Ian Fette
73E072E1	Eric Freudenthal
814282D4	Chris Pal
7F2F19C3	Chee Yong Chan
E7848DA6	Hui Chen
55A428AB	Rahul Sukthankar
80B654A3	Paul Hudak
831279AF	Pushmeet Kohli
856A7126	Anoop Gupta
766665B3	John Riedl
75C9D9DE	Paul F Dietz
7E56C2F3	Jianliang Xu
7E132D4F	Jerry Zhao
182ED066	P S Krishnaprasad
051AFD63	Olof Hagsand
7FE22F30	James Newsome
063B2ADC	Igor Mozetic
813AF7DF	J C Belfiore
84032839	Sanjay Agrawal
7E950002	Don R Swanson
7F7B902B	Jerry R Hobbs
83E4C8F1	Scott A Smolka
1491190D	Marko Grobelnik
729696D6	Daniel Gruhl
7D6A9BB7	Hungchih Yang
7DA09E6D	Theodore Johnson
7F59E8A2	Wee Siong Ng
7DECA359	Mark D Hill
7FC1B593	Simon Gibbs
79C61E1B	Jeffrey Semke
14DB3BF7	Nathan S Shenck
7790AFCE	Christof Fetzer
6FF9A5FC	Jure Leskovec
79F74AF4	Akira Inokuchi
281C59ED	Uriel Feige
00332E8F	Alper Buyuktosunoglu
0A04EB8F	Will E Leland
128A1E1D	Mohammad R Kolahdouzan
829BC7CF	Kave Salamatian
14BCDC74	Praveen Yalagandula
7F8B8774	Sanjit Biswas
7FA5C32D	Xiaodong Zhang
863A89CB	Dennis Shasha
770DD737	Algis Rudys
78751011	Craig A Knoblock
77161EBE	Javed A Aslam
2C27E05B	Costas Courcoubetis
7BC6851E	Nathan Ickes
764BE305	Ivan Krsul
80C07D6E	Hoa Trang Dang
77116102	Partha Niyogi
8108E7ED	Antonia Zhai
7DFBBFA3	Jagrati Agrawal
5B8EED07	Taher Elgamal
0E6240D6	Rafal Kolanski
7EC191C5	Chuanjun Zhang
7F4EB86D	K Chrysanthis
7F08E95B	Hongjun Lu
822A8EF0	Harry Leib
816A69B2	Naftali Tishby
7D3DF053	Mario Cataldi
7CFCA985	Alec Woo
8595A0AB	Max Welling
0D8D4CD9	Scott T Leutenegger
7F716763	Kaku Takeuchi
7E89AD73	H Fuchs
757DBDE0	Kenneth C Chou
773E7671	Chris Savarese
7FB64E0D	Amir Roth
75135C4A	Michael Merritt
783AC37C	Shenchang Eric Chen
04025B48	Xavier Boyen
553F3FCF	Bryan Cantrill
7D1A3F69	Lei Shi
07615568	Varun Kacholia
764FCAE4	Lise Getoor
295791A4	Martin Kuhlemann
78633508	Petre Stoica
75C564A7	Ramadass Nagarajan
1119F3E8	Javier R Movellan
7BA5B5BC	Antonin Guttman
7E6B5451	William T A Harrison
7F7CEEDC	Philippe Smets
7F199A03	F Maxwell Harper
099E99DB	Yves Bastide
7E6F668A	Rohan Murty
862FCB43	Jacob Goldberger
8588A636	Sunil Prabhakar
810AA995	Yasemin Altun
84309989	George Kollios
84596887	Jonathan Lester
7F28A8E8	Philip Wadler
7EEB1A5C	Chad Barb
0DA6D8C0	Martin J Wainwright
7E58ACBA	Wanghong Yuan
60A1CCD3	Wolfgang Banzhaf
7FC5FBDC	Christopher A Stein
7DD989C5	Dave Dunning
7EC0D23E	Brent Waters
7E6795F6	Hongbo Yu
8620B30A	David Mcdonald
80B8C8FB	Michael J Fischer
7E6BDFCC	Daniel C Robbins
49133FAB	Ahuva Mualem
7D27AE45	Jeff Yan
77F4718C	Scott Gaffney
234FCD09	Stephan Olariu
760B160D	Jerry Kiernan
803763B5	Jungkeun Yoon
80999C7C	Hosung Park
7B79FCBA	David R Cheriton
7994FA84	Onn Shehory
8169E9FD	Walter Lee
77172889	Peng Ning
7EE06BD5	Jonathan Aldrich
7F494298	Priya Mahadevan
7F7C365E	Syed A Rizvi
7CFAD515	Maheedhar Kolla
8637A21F	Steven S Muchnick
75A2A955	Martin Trautmann
7C9A93C1	Claudio Casetti
7CC49464	Brian Zill
82D62F04	Suresh Anthony
83B0BF95	Bowen Alpern
3EAE1694	L Mancini
81677B42	Henry Kautz
05E0B6A4	Goce Trajcevski
10E8E75C	Charalampos Papamanthou
78BBDF4B	Brian Kantor
13FDFE34	Raja Valleerai
7DC725A7	Dennis M Ritchie
7C0D3757	Andreas Reuter
0A483BCB	Ralf Hartmut Guting
21AA44B6	Tye Rattenbury
0D537D32	Lorenzo Vicisano
4C885FDC	Evangelos S Eleftheriou
7A93CE6D	Helmut Simonis
07ADAFEF	Robert Harle
7735A002	Jeffrey P Monks
80B96458	Jeffrey A Barnett
7E80C4FF	Neil Spring
7ED4207A	Yajin Zhou
81334DE4	Jiying Wang
815BC45F	Jian Sun
7F3C5AEE	Joel L Horowitz
847A7D07	H M Leby
75DEB5D4	Michael R Hilliard
816AE889	Kjeld Schmidt
77B7FD27	Marek Rusinkiewicz
7FE11FD3	Norman I Adams
847E9AF0	I S Reed
7D637C0C	Chang Wen Chen
81545B9A	Marcelo Cataldo
854F3E77	Jason Flinn
84ADF8CC	Oren Somekh
0738EE84	Anthony K H Tung
83E60DB3	Gabriel H Loh
792D0F05	Nigel Westbury
819E7D5F	J R C Holland
7CB063AC	Chotirat Ann Ratanamahatana
75D7E6B6	Mikhail A Belkin
761C2AB7	Klaus Schild
7D12120F	Insik Shin
0166C011	Taghi M Khoshgoftaar
84F0A758	Tom Chiu
80B2E399	T Goblick
7D3F6F4F	Mohamed Ben
7EDC3323	Patrick Min
79734046	Elliot Anshelevich
05D1FBF8	Paulius Micikevicius
2AAF52EA	Vern Paxson
7DA7B04F	David W Jacobs
84C2898E	Marcus Poggi Aragao
7D5EA02C	Amitabh Srivastava
7C649EF3	Luca Salgarelli
7D2E2F92	Kyoungwon Suh
07C452B3	Richard K Belew
7E52B319	Andrew B Philips
77026447	Calvin Newport
8627F6D9	Rosie Jones
7FCB7A46	Lawrence Chung
7E6FADC8	Adam Stubblefield
81BD22D7	Li Wei
7F0E5C50	Matthew Richardson
80E8CE44	Shipeng Yu
7D1D9836	Hongyuan Zha
7E97884A	James C Hoe
000E5E16	Ramasamy Uthurusamy
80197C8B	Christopher D Manning
78998846	Moshe Shadmon
7CFAC364	Dinei Florencio
794BEA47	Paris C Kanellakis
7F2757B5	Craig Chambers
7D247650	Xilin Chen
837C2BD7	Alan Demers
7D084C28	Grzegorz Rozenberg
82F02DE8	Divesh Srivastava
82360815	Rakesh Kumar
8155C0BF	Sugato Basu
7D0676B7	Shan Lin
7586E697	Nagendra Modadugu
755B9B77	Trevor Mudge
85AF6CD1	Christos Faloutsos
7F4A5388	Yiming Ma
810BAE75	Richard Gass
858CE875	Robert Morris
7E7920BB	Michael Neufeld
7B1B5D60	Peter G Harrison
80721622	Gerard Cohen
0EB0B850	Joseph Polastre
7EB929B5	J De Kleer
850B3418	Lindeberg
80342145	Leemon C Baird
848A92DE	Brendan Burns
0F139013	Paul V Mockapetris
7CADE3D9	Mark R Tuttle
804B7C1D	Nils J Nilsson
1C36922A	Philip F Mclauchlan
82E96908	Michael J Carey
28A57893	Zvi M Kedem
84A36AC7	Ulrich Kremer
7D0AD8C2	P J Wan
7FA4B495	Deng Cai
80DDFB90	Jonathan Munson
8070463C	J R Smith
042D423D	Srinivasan Venkatachary
7F82C0A2	Selmer M Johnson
7E5D8F62	David Moore
80DC0191	Wang Kay Ngai
750C5669	Charles Blake
01DE22A8	Avi Wigderson
7FE0CA51	Victor Boyko
12F29F47	Erik Vandekieft
0CFE894A	Petros Zerfos
0166D7AF	Willi Klosgen
779A9FC7	Jian Xu
7DF0C739	Liming Wei
81717DB5	Ajit Warrier
8596967C	Pierre Wolper
7A7DBDEA	Jerome Feret
823EA768	Bjorn Jawerth
78BB16A7	Stephen Pink
804BB8AD	Howard Foster
7726F8BB	Bill Yuanchi Chiu
6C594200	Jung Hee Cheon
7D617372	Shuji Hirakawa
8554FB54	Prabhakar Raghavan
861069F8	Zhao Zhang
7D2D37D0	Andy Konwinski
862B9EC1	Jerry R Burch
77B2D74F	Gennady Medvinsky
7CFD53D0	Andrea J Goldsmith
7D8B0512	Gunar E Liepins
812B354E	Xizhou Feng
046A95B3	Baruch Awerbuch
0F7751DD	Benny Pinkas
75C31EDE	Kevin Skadron
7FEC5DBC	William Zhu
7B4C8396	Ranjit Jhala
540C1104	Christopher Lee
815E03FA	Jinwen Ma
7F5F8A60	John Ross Quinlan
7D7C9A8C	S Bing Yao
84CA9CCE	Barend De Lange
7E34C798	Haowen Chan
7C5C4357	Kevin Fall
77CBC3E2	Ibrahim Kamel
80273373	Brendan Oconnor
84D6EE21	Barry A Woodward
830BA718	Ravi Kumar
84861F40	Gina Goff
7C0A1B47	Xinming Ou
758B8AB7	Jeanne Ferrante
807DE774	Ramesh Chandra
07DD7925	Luc Dehaspe
7E4CA846	Yanghua Chu
49745A50	Zenon Protopapas
858DE277	Zheng Zhao
7539B823	Manfred Ruschitzka
7C22D304	Oscar Nierstrasz
7DCBA1DC	Nam Sung Kim
7DA47D8F	Philip H S Torr
770C1C1E	Alexander Tuzhilin
861F2B15	Alin Deutsch
0D54077C	Emin Gun Sirer
7DF96FA3	Anindya Ghose
7F278DD1	Ruizhong Wei
82253A1F	A Prieditis
80AB04E3	R Brice
862E5022	Yang Yu
456041B7	Amos Lapidoth
496AFC15	Bin Zhou
192EF72E	Setrag Khoshafian
762F4302	Dan Frankowski
81758A74	Giuseppe Desoli
7ECB42F0	Deborah Estrin
85D21EB8	Arun N Swami
85776585	Robert E Mcgrath
80A0A7C8	Jie Tang
2F5D89E6	Michael Szydlo
7A352BF0	Jeremy S De Bonet
8132BEBA	Adam Smith
7BE686A2	David Pointcheval
848EF210	Shafique
805BEF77	Lynne Stokes
7D67485A	Luc Van Gool
75405165	Liuba Shrira
772560B2	Michael Stonebraker
07B96C55	Danny Bickson
7B660E3E	Mikael Degermark
0E8F8487	Erin J Bredensteiner
7E5744A2	Dengyong Zhou
7DDD6D45	Kamal Nigam
7AB6CC31	Richard Marciano
45D2F7A7	Alex Krizhevsky
106B5523	Michael L Heytens
82DE898E	Alain Kagi
7E55B941	Dhananjay S Phatak
8098985B	Jean Gordon
78D84453	Harris Drucker
0D3F439B	Paul Rodman
6B9843E5	Keki B Irani
11454D61	Lada A Adamic
7D10FC02	David Gibson
8602128B	Brian G Schunck
81CD53F4	Paul A Johnson
8542A14B	David J Moore
801E857B	T La Porta
7B767E86	L D Jackel
7A6192C3	Yann Lecun
7D435D86	John C Lin
7F4E5085	Weihua Zhuang
7D309E3E	Krisztian Balog
02ED9663	Graziano Obertelli
06182B50	Gwenn Englebienne
806DD3EA	Joseph A Osullivan
80DF4639	J Michael Ellsworth
7F26A36B	Pete Sawyer
76F1E886	Radhia Cousot
8465A0C0	Geoffrey M Voelker
0CADDE62	Volker Strumpen
708F253E	Steven A Tretter
75E77DE8	Nina Taft
844B9EC6	Lance Doherty
8065682C	Jiwoon Jeon
7FD27A36	Larry Peterson
7EE76C8E	Bo Pang
863033DB	Eric Lehman
0D3B67B3	Freeman
828C2C59	Giuseppe Psaila
7EAEC6F9	John C Mitchell
7E27F460	Jason Small
7D8AE571	Cameron Marlow
773E91BF	John Langford
80AD6679	Manish Gupta
76F5B1B2	Jessica Staddon
82C8A989	Judea Pearl
49302D7D	Harsha V Madhyastha
293C2E1E	Ulfar Erlingsson
76112731	Dirk Kutscher
0D1B3C49	Bela Julesz
06AF1474	Andreas Podelski
7D8B1ECC	Lihsiang Sun
7F2E2425	Dieter Fox
7A79C8B0	Josep Maria Mateosanz
2B9C176B	Pierre Lavency
7E9D2F2F	Benjamin Kaufmann
7F5F9B07	Zi Yang
8359D325	Brian D Davison
7D39BE92	Pradip Bose
84EE0BD2	Frederic Vincent
8134F55C	Kevin Murphy
828A8DCA	S Muthukrishnan
8036D8DC	Haym Hirsh
0CD2A3C0	Ilya Sutskever
7C345CAA	Ondej Lhotak
026F876F	Todd C Mowry
811EE217	Xiaoou Tang
79037AE8	Don Batory
0C715FBF	Fabio Somenzi
7BE97C65	Xavier Nicollin
82F2A566	Tekeo Kanade
7A9D73BD	Geoff Hulten
7EBFF859	Thomas C Henderson
7628BD51	Nigel Shadbolt
27CBA357	Michel X Goemans
7F356C73	Alfred M Bruckstein
7F3F32EB	Judith Stafford
7D24D33F	Guohan Lu
0826EE27	Chayant Tantipathananandh
269AFF3B	V S Subrahmanian
2ADEE7A8	Michael Ian Shamos
0D0AC00F	Stephan Eidenbenz
802CDDEB	Anna Sandin
0BCF6F6C	Davide Bertozzi
7B9D3B45	Davide Lorenzoli
0FE9C50C	Simon Winwood
81FBDA26	Austin Tate
0830F77B	Nathan Linial
817EFD04	Nathan L Binkert
7F5C592C	J M Ponce
7EC8AF9D	Xiaofan Jiang
6E54275F	Michael Montemerlo
0C14B09D	James D Herbsleb
7F51DDEE	Tomi Santic
19DE985E	Wolfgang Pree
86305A1C	Simson L Garfinkel
7F7978A4	Endre Szemeredi
7DEC67D2	Richard J Littlefield
76C1CAE4	Thomas A Longstaff
7C35A7C8	Tom Z J Fu
59376E31	Mark Finocchio
85435F26	Henry Hoffmann
7F095DFB	Rajeev Raman
2AD2CBFD	Chris Callisonburch
8311EB57	A Urpi
7FF24E50	Donald S Shepard
7A19938D	James Diebel
7E81F454	Brian D Noble
10AD35ED	Nachum Shacham
7D4A0472	Brian Cantwell Smith
039A7B34	Marco Gaertler
11E26C48	Ashwin R Bharambe
181F5B98	Li Shiuan Peh
7DE8FBB8	Michel Scholl
605A81EF	Krishna R Narayanan
7E52120D	Qiong Luo
7675866F	Claudette Cayrol
7E164497	Alexander Vardy
7FE498D0	Harr Chen
7895CB25	Kevin A Schneider
823462B1	Robert Muth
03FD85DC	Olga Veksler
1835D968	E Einahrawy
7B3AD69E	Alex Aiken
07C2B543	Ronan Collobert
84BAA2A5	Richard A Huff
7E0B87E2	Kentaro Toyama
78ACAFF7	Kihong Park
7BBE922B	Bernard Chazelle
80F655F2	Morten N Nielsen
066193D2	Tanya Y Bergerwolf
86305AA2	Xiaoyuan Wang
7C24F92C	Willem Visser
7DC9EEBE	Jimeng Sun
7E61D5F6	Bing Liu
8038E2BF	Pengjun Wan
80D6D27A	Kazuhiro Kuwabara
7F3BCCA6	Cheng Xiang Zhai
853E35A5	Craig Gotsman
7F5267DC	James E Hicks
8564AAFB	Peter Stone
7E4D3CE7	Yohan Boichut
7FDFD138	Thomas Dean
7F56748E	Enhong Chen
82731EC0	Serdar Boztas
8554DE07	Prasan Roy
84EC8929	Brian A Lamacchia
7C52E731	Ness B Shroff
7B3C8643	David Yarowsky
84995111	Snow
84A3F336	William H Sanders
81A419ED	Xiaolei Li
7AC5C38E	Sridhar Rajagopalan
836320C1	George P Copeland
7CFA1AAE	C A Kent
7D02B142	Susan B Davidson
2ACDEC28	Nael B Abughazaleh
7F3575BF	John T Robinson
803808ED	Michael Kass
74A0CF0E	Ronald J Brachman
82FB3C15	Charles Rich
489878DE	Michael Stillger
7DA20071	Heemin Park
7F8E0E26	Joost N Kok
F2E2D411	Haixun Wang
481F1B43	Karthikeyan Sankaralingam
74E44F40	Lakshman Krishnamurthy
863420CE	Brian Curless
7748795F	Mats P E Heimdahl
0E89C107	Amit P Jardosh
84D39547	Bo Wu
14DF49B0	Sofya Raskhodnikova
80B60461	Rong Ge
03123707	Gilles Bergersabbatel
76682148	Mayur Datar
07C158AA	Eitetsu Oomoto
7F603478	Fabian Kuhn
8509E4E2	Timothy G Griffin
023DAA19	Ian F Akyildiz
80EB3A38	David Koller
7F3B1A1F	A L Bondarenko
80ABA8DA	Ryan Shipley
7CEC2496	Craig Gentry
782BCD47	Stephen Blott
7F0D0FEE	Guyeon Wei
7D739292	Jack K Wolf
85FF7270	Jaz S Kandola
77789B73	James Pustejovsky
850B48A9	J Christopher Ramming
7F11917F	Sheng Liang
7735DC22	Thilo Kielmann
7F00F51A	Mark Allman
8066FB53	Wensheng Wu
